Herkunftsland, Klagen, Gerichtsentscheidungen gesamt, Asyl Art.16a GG u. Fam. Asyl, (GFK) Flüchtlingsschutz, subsidiärer Schutz, Abschiebungsverbot, Ablehnungen absolut, Ablehnungen Anteil, sonst. Verfahrenserledigungen (z.B. Rücknahmen) absolut, sonst. Verfahrenserledigungen (z.B. Rücknahmen) Anteil, anhängige Rechtsmittel

