Herkunftsland, Klagen, Gerichtsentscheidungen gesamt, Asyl Art.16a GG u. Fam. Asyl, (GFK) Flüchtlingsschutz, subsidiaerer Schutz, Abschiebungsverbot, Ablehnungen absolut, Ablehnungen Anteil, sonst. Verfahrenserledigungen (z.B. Ruecknahmen) absolut, sonst. Verfahrenserledigungen (z.B. Ruecknahmen) Anteil, anhaengige Rechtsmittel

